Date,Dividends
1982-02-08,0.022575
1982-05-11,0.022575
1982-08-11,0.022575
1982-12-06,0.022575
1983-02-09,0.028219
1983-05-10,0.028219
1983-08-10,0.049665
1983-12-05,0.028219
1984-02-14,0.033862
1984-05-08,0.033862
1984-08-08,0.033862
1984-12-04,0.033862
1985-02-11,0.04945383
1985-05-14,0.04945383
1985-08-13,0.04945383
1985-12-04,0.04945383
1986-02-10,0.054349236
1986-02-11,0.054321
1986-05-13,0.054349236
1986-08-12,0.054349236
1986-12-04,0.054349236
1987-02-10,0.059344593
1987-05-12,0.059344593
1987-08-11,0.059344593
1987-12-04,0.059344593
1988-02-09,0.06424
1988-05-10,0.06424
1988-08-10,0.06424
1988-12-05,0.06424
1989-02-08,0.069235355
1989-05-09,0.069235355
1989-08-09,0.069235355
1989-12-04,0.069235355
1990-02-07,0.074130766
1990-05-08,0.074130766
1990-08-08,0.074130766
1990-12-03,0.074130766
1991-02-05,0.07912613
1991-05-13,0.07912613
1991-08-08,0.07912613
1991-12-04,0.07912613
1992-02-06,0.08302242
1992-05-11,0.08302242
1992-08-06,0.08302242
1992-12-04,0.08302242
1993-03-04,0.08895852
1993-05-14,0.08895852
1993-08-11,0.08895852
1993-11-15,0.08895852
1994-03-04,0.0978
1994-05-16,0.0978
1994-08-12,0.0978
1994-11-10,0.0978
1995-02-13,0.10670222
1995-05-15,0.10670222
1995-08-16,0.10670222
1995-11-15,0.10670222
1996-03-06,0.1133
1996-05-15,0.1133
1996-06-05,0.1133
1996-08-14,0.1133
1996-11-13,0.1133
1997-03-05,0.125
1997-05-14,0.125
1997-08-13,0.125
1997-11-12,0.125
1998-03-04,0.14
1998-05-13,0.14
1998-08-12,0.14
1998-11-10,0.14
1999-02-17,0.15
1999-05-12,0.15
1999-08-11,0.15
1999-11-09,0.15
2000-02-16,0.155
2000-05-10,0.155
2000-08-16,0.155
2000-11-15,0.155
2001-02-14,0.16
2001-05-16,0.16
2001-08-15,0.16
2001-11-14,0.16
2002-02-13,0.165
2002-05-15,0.165
2002-08-14,0.165
2002-11-13,0.165
2003-02-12,0.17
2003-05-14,0.17
2003-08-13,0.17
2003-11-12,0.17
2004-02-17,0.185
2004-05-12,0.185
2004-08-11,0.185
2004-11-09,0.185
2005-02-16,0.205
2005-05-11,0.205
2005-08-10,0.205
2005-11-16,0.205
2006-02-23,0.215
2006-05-10,0.215
2006-08-24,0.215
2006-11-15,0.215
2007-02-22,0.235
2007-05-09,0.235
2007-08-22,0.235
2007-11-14,0.235
2008-02-21,0.25
2008-05-07,0.25
2008-08-20,0.25
2008-11-13,0.25
2009-02-18,0.26
2009-05-13,0.26
2009-08-19,0.26
2009-11-18,0.26
2010-02-18,0.27
2010-05-12,0.27
2010-08-18,0.27
2010-11-17,0.27
2011-02-16,0.28
2011-05-11,0.28
2011-08-17,0.28
2011-11-16,0.28
2012-02-15,0.285
2012-05-10,0.285
2012-08-23,0.285
2012-11-14,0.285
2013-02-20,0.2875
2013-05-15,0.2875
2013-08-21,0.2875
2013-11-13,0.2875
2014-02-20,0.2875
2014-05-14,0.2875
2014-08-20,0.2875
2014-11-12,0.2875
2015-02-18,0.2875
2015-05-20,0.2875
2015-08-26,0.2875
2015-11-18,0.2875
2016-02-24,0.2875
2016-05-18,0.2875
2016-07-25,0.2875
2016-11-16,0.1
2017-02-23,0.1
2017-05-17,0.1
2017-08-23,0.1
2017-11-16,0.1
2018-02-23,0.1
